,movie_title,title_year,duration,color,genre,language,country,content_rating,director_name,actor_1_name,actor_2_name,budget,gross,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,num_critic_for_reviews,IMDB_user_votes,IMDB_user_reviews,IMDB_score
136,Aberdeen,2000,106.0,Color,Drama,English,UK,Unrated,Hans Petter Moland,Charlotte Rampling,Sara-Marie Maltha,6500000.0,64148.0,19,844.0,2.0,260,28.0,2601.0,35.0,7.3
137,Best in Show,2000,90.0,Color,Comedy,English,USA,PG-13,Christopher Guest,John Michael Higgins,Catherine O'Hara,6000000.0,18621249.0,378,957.0,925.0,0,119.0,45859.0,340.0,7.5
138,Pollock,2000,122.0,Color,Biography,English,USA,R,Ed Harris,John Heard,Bud Cort,6000000.0,8596914.0,0,697.0,394.0,0,115.0,23023.0,148.0,7.0
139,Memento,2000,113.0, Black and White,Mystery,English,USA,R,Christopher Nolan,Callum Rennie,Thomas Lennon,9000000.0,25530884.0,22000,716.0,651.0,40000,274.0,845580.0,2067.0,8.5
140,Billy Elliot,2000,110.0,Color,Drama,English,UK,R,Stephen Daldry,Julie Walters,Gary Lewis,5000000.0,21994911.0,335,838.0,203.0,0,151.0,98354.0,433.0,7.7
141,Digimon: The Movie,2000,82.0,Color,Action,English,USA,PG,Mamoru Hosoda,Lara Jill Miller,Colleen O'Shaughnessey,5000000.0,9628751.0,99,93.0,45.0,207,29.0,5164.0,65.0,5.9
142,Requiem for a Dream,2000,102.0,Color,Drama,English,USA,R,Darren Aronofsky,Ellen Burstyn,Mark Margolis,4500000.0,3609278.0,0,1000.0,1000.0,38000,234.0,573541.0,1916.0,8.4
143,Sexy Beast,2000,89.0,Color,Crime,English,UK,R,Jonathan Glazer,Ray Winstone,James Fox,21000000.0,6940281.0,143,1000.0,146.0,0,149.0,43135.0,346.0,7.3
144,3 Strikes,2000,82.0,Color,Comedy,English,USA,R,DJ Pooh,Mo'Nique,Mike Epps,6000000.0,9821335.0,69,939.0,706.0,118,22.0,1415.0,10.0,4.0
145,Psycho Beach Party,2000,85.0,Color,Comedy,English,Australia,Unrated,Robert Lee King,Lauren Ambrose,Kathleen Robertson,1500000.0,265107.0,0,945.0,774.0,614,51.0,4617.0,93.0,6.3
146,An Everlasting Piece,2000,103.0,Color,Comedy,English,USA,R,Barry Levinson,Anna Friel,Brían F. O'Byrne,14000000.0,75078.0,272,736.0,450.0,132,34.0,1398.0,26.0,6.3
147,The Original Kings of Comedy,2000,115.0,Color,Comedy,English,USA,R,Spike Lee,Bernie Mac,Cedric the Entertainer,3000000.0,38168022.0,0,1000.0,436.0,290,53.0,4687.0,83.0,6.6
148,Pokémon 3: The Movie,2000,93.0,Color,Action,Japanese,Japan,G,Kunihiko Yuyama,Veronica Taylor,Eric Stuart,16000000.0,23472900.0,8,88.0,82.0,38,39.0,9066.0,55.0,5.6
149,Whipped,2000,82.0,Color,Comedy,English,USA,R,Peter M. Cohen,Callie Thorne,Brian Van Holt,3000000.0,4142507.0,0,472.0,324.0,131,48.0,3665.0,81.0,4.4
150,Anatomy,2000,103.0,Color,Horror,German,Germany,R,Stefan Ruzowitzky,Benno Fürmann,Rüdiger Vogler,8400000.0,5725.0,24,127.0,10.0,560,62.0,10220.0,110.0,6.1
151,Amores Perros,2000,115.0,Color,Drama,Spanish,Mexico,R,Alejandro G. Iñárritu,Adriana Barraza,Jorge Salinas,2000000.0,5383834.0,0,85.0,79.0,11000,157.0,173551.0,361.0,8.1
152,Dinner Rush,2000,99.0,Color,Crime,English,USA,R,Bob Giraldi,Danny Aiello,Manny Perez,21000000.0,110000.0,34,388.0,159.0,495,39.0,4359.0,73.0,7.3
153,Hum To Mohabbat Karega,2000,102.0,Color,Action,Hindi,India,Unrated,Kundan Shah,Karisma Kapoor,Bobby Deol,21000000.0,23472900.0,4,353.0,89.0,10,1.0,275.0,1.0,2.8
154,Songcatcher,2000,109.0,Color,Drama,English,USA,PG-13,Maggie Greenwald,Aidan Quinn,David Patrick Kelly,1800000.0,3050934.0,9,767.0,380.0,0,39.0,2794.0,78.0,7.3
155,Nine Queens,2000,114.0,Color,Crime,Spanish,Argentina,R,Fabián Bielinsky,Ricardo Darín,Gastón Pauls,1500000.0,1221261.0,44,827.0,22.0,0,94.0,38215.0,125.0,7.9
156,You Can Count on Me,2000,111.0,Color,Drama,English,USA,R,Kenneth Lonergan,Matthew Broderick,Rory Culkin,1200000.0,9180275.0,50,2000.0,710.0,756,122.0,22145.0,231.0,7.7
157,The Broken Hearts Club: A Romantic Comedy,2000,94.0,Color,Comedy,English,USA,R,Greg Berlanti,Justin Theroux,Nia Long,1000000.0,1744858.0,112,1000.0,826.0,671,51.0,6084.0,120.0,7.0
158,Fiza,2000,167.0, Black and White,Drama,Hindi,India,Unrated,Khalid Mohamed,Karisma Kapoor,Manoj Bajpayee,1000000.0,610991.0,10,353.0,186.0,92,1.0,2715.0,19.0,6.2
159,Luminarias,2000,100.0,Color,Comedy,English,USA,R,José Luis Valenzuela,Cheech Marin,Lupe Ontiveros,1000000.0,428535.0,0,844.0,625.0,24,13.0,505.0,32.0,3.6
160,Lisa Picard Is Famous,2000,90.0,Color,Comedy,English,USA,PG-13,Griffin Dunne,Mira Sorvino,Fisher Stevens,21000000.0,112521.0,165,978.0,922.0,25,13.0,455.0,16.0,5.7
161,The Specials,2000,82.0,Color,Action,English,USA,R,Craig Mazin,Judy Greer,James Gunn,1000000.0,12996.0,82,2000.0,571.0,210,29.0,1938.0,54.0,6.0
162,The Young Unknowns,2000,87.0,Color,Drama,English,USA,R,Catherine Jelski,Leslie Bibb,Eion Bailey,21000000.0,58163.0,0,1000.0,749.0,4,13.0,122.0,3.0,4.2
163,Mercy Streets,2000,106.0,Color,Action,English,USA,PG-13,Jon Gunn,Stacy Keach,David A.R. White,600000.0,171988.0,16,602.0,266.0,12,15.0,448.0,16.0,5.6
164,Groove,2000,86.0,Color,Drama,English,USA,R,Greg Harrison,Rachel True,Ari Gold,500000.0,1114943.0,7,328.0,27.0,0,46.0,3562.0,74.0,6.5
165,Everything Put Together,2000,87.0,Color,Drama,English,USA,R,Marc Forster,Radha Mitchell,Alan Ruck,100000.0,23472900.0,395,991.0,946.0,22,24.0,601.0,10.0,6.6
166,Chuck & Buck,2000,96.0,Color,Comedy,English,USA,R,Miguel Arteta,Lupe Ontiveros,Mike White,250000.0,1050600.0,44,625.0,487.0,170,59.0,4662.0,136.0,6.6
167,Urbania,2000,106.0,Color,Drama,English,USA,R,Jon Shear,Dan Futterman,Josh Hamilton,225000.0,1027119.0,0,254.0,147.0,72,38.0,2742.0,73.0,7.0
168,Tadpole,2000,78.0,Color,Comedy,English,USA,PG-13,Gary Winick,Bebe Neuwirth,Aaron Stanford,150000.0,2882062.0,56,376.0,346.0,132,91.0,5178.0,101.0,6.3
169,George Washington,2000,90.0,Color,Drama,English,USA,Unrated,David Gordon Green,Paul Schneider,Eddie Rouse,42000.0,241816.0,234,552.0,61.0,451,75.0,6246.0,76.0,7.5
170,The Circle,2000,90.0,Color,Drama,Persian,Iran,Unrated,Jafar Panahi,Fereshteh Sadre Orafaiy,Nargess Mamizadeh,10000.0,673780.0,397,5.0,0.0,697,64.0,4555.0,26.0,7.5
171,The Fast and the Furious,2001,106.0,Color,Action,English,USA,PG-13,Rob Cohen,Paul Walker,Vin Diesel,38000000.0,144512310.0,357,23000.0,14000.0,14000,187.0,272223.0,988.0,6.7
172,Pearl Harbor,2001,184.0, Black and White,Action,English,USA,PG-13,Michael Bay,Jennifer Garner,Jaime King,140000000.0,198539855.0,0,3000.0,961.0,0,191.0,254111.0,1999.0,6.1
173,Final Fantasy: The Spirits Within,2001,106.0,Color,Action,English,USA,PG-13,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,137000000.0,32131830.0,6,12000.0,2000.0,0,166.0,72259.0,788.0,6.4
174,Harry Potter and the Sorcerer's Stone,2001,159.0,Color,Adventure,English,UK,PG,Chris Columbus,Daniel Radcliffe,Fiona Shaw,125000000.0,317557891.0,0,11000.0,687.0,16000,258.0,444683.0,1571.0,7.5
175,"Monsters, Inc.",2001,92.0,Color,Adventure,English,USA,G,Pete Docter,Steve Buscemi,John Ratzenberger,115000000.0,289907418.0,0,12000.0,1000.0,0,250.0,585659.0,593.0,8.1
176,The Lord of the Rings: The Fellowship of the Ring,2001,171.0,Color,Action,English,New Zealand,PG-13,Peter Jackson,Christopher Lee,Orlando Bloom,93000000.0,313837577.0,0,16000.0,5000.0,21000,297.0,1238746.0,5060.0,8.8
177,Ali,2001,165.0, Black and White,Biography,English,USA,R,Michael Mann,Will Smith,Jada Pinkett Smith,107000000.0,58183966.0,0,10000.0,851.0,0,174.0,79186.0,386.0,6.8
178,Town & Country,2001,104.0,Color,Comedy,English,New Line,R,Peter Chelsom,Del Zamora,Warren Beatty,90000000.0,6712451.0,23,752.0,631.0,53,62.0,4102.0,89.0,4.4
179,Planet of the Apes,2001,119.0,Color,Action,English,USA,PG-13,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,100000000.0,180011740.0,13000,1000.0,658.0,0,230.0,177725.0,1368.0,5.7
180,The Mummy Returns,2001,130.0,Color,Action,English,USA,PG-13,Stephen Sommers,Dwayne Johnson,Brendan Fraser,98000000.0,202007640.0,208,12000.0,3000.0,0,202.0,248045.0,890.0,6.3
181,Black Hawk Down,2001,152.0,Color,Drama,English,USA,R,Ridley Scott,Ioan Gruffudd,Sam Shepard,92000000.0,108638745.0,0,2000.0,820.0,10000,200.0,292022.0,1103.0,7.7
182,Lara Croft: Tomb Raider,2001,100.0,Color,Action,English,USA,PG-13,Simon West,Angelina Jolie Pitt,Noah Taylor,115000000.0,131144183.0,165,11000.0,509.0,0,199.0,157016.0,824.0,5.7
183,Jurassic Park III,2001,92.0,Color,Action,English,USA,PG-13,Joe Johnston,Michael Jeter,Trevor Morgan,93000000.0,181166115.0,394,693.0,595.0,0,198.0,219501.0,1236.0,5.9
184,Rush Hour 2,2001,90.0,Color,Action,English,USA,PG-13,Brett Ratner,Mei Melançon,John Lone,90000000.0,226138454.0,420,191.0,165.0,0,127.0,160440.0,394.0,6.6
185,Atlantis: The Lost Empire,2001,95.0,Color,Action,English,USA,PG,Gary Trousdale,Leonard Nimoy,Jim Varney,120000000.0,84037039.0,21,12000.0,802.0,0,146.0,72591.0,289.0,6.8
186,A.I. Artificial Intelligence,2001,146.0,Color,Adventure,English,USA,PG-13,Steven Spielberg,Haley Joel Osment,William Hurt,100000000.0,78616689.0,14000,3000.0,882.0,11000,281.0,238747.0,2153.0,7.1
187,Spy Game,2001,114.0,Color,Action,English,Germany,R,Tony Scott,Brad Pitt,Stephen Dillane,92000000.0,26871.0,12000,11000.0,577.0,0,142.0,121259.0,361.0,7.0
188,The Fast and the Furious,2001,106.0,Color,Action,English,USA,PG-13,Rob Cohen,Paul Walker,Vin Diesel,38000000.0,144512310.0,357,23000.0,14000.0,14000,187.0,272223.0,988.0,6.7
189,Ocean's Eleven,2001,116.0,Color,Crime,English,USA,PG-13,Steven Soderbergh,Brad Pitt,Bernie Mac,85000000.0,183405771.0,0,11000.0,1000.0,0,186.0,402645.0,845.0,7.8
190,Enemy at the Gates,2001,131.0,Color,Drama,English,USA,R,Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,68000000.0,51396781.0,218,5000.0,35.0,0,187.0,188887.0,662.0,7.6
191,Swordfish,2001,99.0,Color,Action,English,USA,R,Dominic Sena,Hugh Jackman,Don Cheadle,80000000.0,69772969.0,57,20000.0,3000.0,0,166.0,155532.0,543.0,6.5
192,A Beautiful Mind,2001,135.0,Color,Biography,English,USA,PG-13,Ron Howard,Adam Goldberg,Austin Pendleton,58000000.0,170708996.0,2000,1000.0,592.0,29000,205.0,610568.0,1171.0,8.2
193,Bandits,2001,123.0,Color,Comedy,English,USA,PG-13,Barry Levinson,Bruce Willis,Brían F. O'Byrne,80000000.0,41523271.0,272,13000.0,450.0,0,132.0,57038.0,261.0,6.6
194,Monkeybone,2001,93.0,Color,Animation,English,USA,PG-13,Henry Selick,Brendan Fraser,Bridget Fonda,75000000.0,5409517.0,253,3000.0,889.0,683,74.0,14280.0,171.0,4.7
195,Dr. Dolittle 2,2001,87.0,Color,Comedy,English,USA,PG,Steve Carr,Raven-Symoné,Jeffrey Jones,72000000.0,112950721.0,41,1000.0,692.0,266,91.0,33884.0,79.0,4.6
196,The Majestic,2001,152.0,Color,Drama,English,USA,PG,Frank Darabont,Martin Landau,Hal Holbrook,72000000.0,27796042.0,0,940.0,826.0,0,128.0,45031.0,376.0,6.9
197,Driven,2001,116.0,Color,Action,English,USA,PG-13,Renny Harlin,Sylvester Stallone,Estella Warren,72000000.0,32616869.0,212,13000.0,658.0,886,109.0,34435.0,346.0,4.5
198,Vanilla Sky,2001,141.0,Color,Fantasy,English,USA,R,Cameron Crowe,Tom Cruise,Ivana Milicevic,68000000.0,100614858.0,488,10000.0,834.0,0,153.0,206776.0,1248.0,6.9
199,Osmosis Jones,2001,95.0,Color,Action,English,USA,PG,Bobby Farrelly,Ron Howard,Brandy Norwood,70000000.0,13596911.0,101,2000.0,509.0,2000,81.0,25572.0,123.0,6.2
200,The Score,2001,124.0,Color,Crime,English,USA,R,Frank Oz,Robert De Niro,Marlon Brando,68000000.0,71069884.0,0,22000.0,10000.0,0,141.0,101899.0,445.0,6.8
201,3000 Miles to Graceland,2001,125.0,Color,Action,English,USA,R,Demian Lichtenstein,Jon Lovitz,Bokeem Woodbine,42000000.0,15738632.0,11,11000.0,904.0,0,113.0,38076.0,399.0,5.9
202,Cats & Dogs,2001,87.0,Color,Action,English,USA,PG,Lawrence Guterman,Carol Ann Susi,Elizabeth Perkins,60000000.0,93375151.0,6,3000.0,664.0,0,105.0,46031.0,235.0,5.2
203,The Last Castle,2001,131.0,Color,Action,English,USA,R,Rod Lurie,Clifton Collins Jr.,Delroy Lindo,60000000.0,18208078.0,37,968.0,848.0,0,110.0,57100.0,281.0,6.9
204,Captain Corelli's Mandolin,2001,131.0,Color,Drama,English,UK,R,John Madden,Christian Bale,Irene Papas,57000000.0,25528495.0,108,23000.0,243.0,0,96.0,28099.0,220.0,5.9
205,Moulin Rouge!,2001,127.0, Black and White,Drama,English,USA,PG-13,Baz Luhrmann,Jim Broadbent,Kylie Minogue,52500000.0,57386369.0,1000,1000.0,691.0,10000,209.0,224013.0,2319.0,7.6
206,Domestic Disturbance,2001,89.0,Color,Crime,English,USA,PG-13,Harold Becker,Steve Buscemi,Teri Polo,53000000.0,45207112.0,17,12000.0,708.0,361,98.0,21283.0,190.0,5.5
207,Shrek,2001,90.0,Color,Adventure,English,USA,PG,Andrew Adamson,Kathleen Freeman,Chris Miller,60000000.0,267652016.0,80,145.0,50.0,0,212.0,467113.0,945.0,7.9
208,Don't Say a Word,2001,113.0,Color,Crime,English,USA,R,Gary Fleder,Oliver Platt,Jennifer Esposito,50000000.0,54997476.0,39,1000.0,912.0,970,113.0,40362.0,248.0,6.3
209,The One,2001,85.0,Color,Action,English,USA,PG-13,James Wong,Jason Statham,Jet Li,49000000.0,43905746.0,70,26000.0,5000.0,0,98.0,77684.0,294.0,5.9
210,Rat Race,2001,112.0,Color,Adventure,English,Canada,PG-13,Jerry Zucker,Corinna Harney,Douglas Haase,48000000.0,56607223.0,109,779.0,629.0,0,103.0,93367.0,497.0,6.4
211,K-PAX,2001,120.0,Color,Drama,English,USA,PG-13,Iain Softley,Kevin Spacey,Jeff Bridges,48000000.0,50173190.0,34,18000.0,12000.0,0,140.0,148490.0,537.0,7.4
212,Kate & Leopold,2001,123.0,Color,Comedy,English,USA,PG-13,James Mangold,Hugh Jackman,Natasha Lyonne,48000000.0,47095453.0,446,20000.0,1000.0,0,125.0,64595.0,316.0,6.4
213,Riding in Cars with Boys,2001,132.0,Color,Biography,English,USA,PG-13,Penny Marshall,Rosie Perez,Adam Garcia,48000000.0,29781453.0,545,919.0,811.0,0,89.0,22447.0,210.0,6.4
214,America's Sweethearts,2001,102.0,Color,Comedy,English,USA,PG-13,Joe Roth,Julia Roberts,Rainn Wilson,48000000.0,93607673.0,148,8000.0,973.0,881,142.0,47573.0,343.0,5.7
215,Training Day,2001,122.0,Color,Crime,English,USA,R,Antoine Fuqua,Denzel Washington,Snoop Dogg,45000000.0,76261036.0,845,18000.0,881.0,0,109.0,305929.0,633.0,7.7
216,Scary Movie 2,2001,83.0,Color,Comedy,English,USA,R,Keenen Ivory Wayans,Natasha Lyonne,Veronica Cartwright,45000000.0,71277420.0,322,1000.0,422.0,0,127.0,119590.0,548.0,5.2
217,From Hell,2001,122.0,Color,Horror,English,USA,R,Albert Hughes,Johnny Depp,Jason Flemyng,35000000.0,31598308.0,117,40000.0,1000.0,0,208.0,124765.0,541.0,6.8
218,The Pledge,2001,124.0,Color,Crime,English,USA,R,Sean Penn,Costas Mandylor,Adrien Dorval,45000000.0,19719930.0,0,723.0,44.0,0,150.0,42621.0,531.0,6.8
219,15 Minutes,2001,120.0,Color,Action,English,USA,R,John Herzfeld,Robert De Niro,Charlize Theron,42000000.0,24375436.0,17,22000.0,9000.0,748,151.0,42547.0,265.0,6.1
220,A Knight's Tale,2001,144.0,Color,Action,English,USA,PG-13,Brian Helgeland,Heath Ledger,Rufus Sewell,65000000.0,56083966.0,241,13000.0,3000.0,0,167.0,137003.0,658.0,6.9
221,Shallow Hal,2001,114.0,Color,Comedy,English,USA,PG-13,Bobby Farrelly,Jason Alexander,Bruce McGill,40000000.0,70836296.0,101,700.0,655.0,0,109.0,109445.0,426.0,5.9
222,The Mexican,2001,123.0,Color,Adventure,English,USA,R,Gore Verbinski,J.K. Simmons,Brad Pitt,34000000.0,66808615.0,563,24000.0,11000.0,2000,125.0,87351.0,344.0,6.1
223,Behind Enemy Lines,2001,106.0,Color,Action,English,USA,PG-13,John Moore,Joaquim de Almeida,David Keith,40000000.0,59068786.0,212,578.0,563.0,0,131.0,86902.0,411.0,6.4
224,The Musketeer,2001,104.0,Color,Action,English,Germany,PG-13,Peter Hyams,Catherine Deneuve,Justin Chambers,40000000.0,27053815.0,0,964.0,931.0,299,107.0,12856.0,291.0,4.7
225,Sweet November,2001,119.0,Color,Drama,English,USA,PG-13,Pat O'Connor,Keanu Reeves,Charlize Theron,40000000.0,25178165.0,7,18000.0,9000.0,8000,94.0,70292.0,274.0,6.7
226,Amélie,2001,122.0, Black and White,Comedy,French,France,R,Jean-Pierre Jeunet,Mathieu Kassovitz,Jamel Debbouze,77000000.0,33201661.0,0,326.0,326.0,39000,242.0,534262.0,1314.0,8.4
227,Impostor,2001,102.0,Color,Drama,English,USA,R,Gary Fleder,Gary Dourdan,Mekhi Phifer,40000000.0,6114237.0,39,1000.0,1000.0,892,83.0,19986.0,207.0,6.2
228,Just Visiting,2001,84.0,Color,Comedy,English,France,PG-13,Jean-Marie Poiré,Bridgette Wilson-Sampras,Matt Ross,40000000.0,4777007.0,8,545.0,248.0,565,61.0,15130.0,98.0,5.8
229,The Fast and the Furious,2001,106.0,Color,Action,English,USA,PG-13,Rob Cohen,Paul Walker,Vin Diesel,38000000.0,144512310.0,357,23000.0,14000.0,14000,187.0,272227.0,988.0,6.7
230,Heartbreakers,2001,123.0,Color,Comedy,English,USA,PG-13,David Mirkin,Sarah Silverman,Anne Bancroft,35000000.0,40334024.0,7,931.0,754.0,989,116.0,44168.0,216.0,6.2
231,Angel Eyes,2001,102.0,Color,Drama,English,USA,R,Luis Mandoki,Sonia Braga,Shirley Knight,38000000.0,24044532.0,43,308.0,285.0,689,106.0,19686.0,180.0,5.6
232,Joe Somebody,2001,98.0,Color,Comedy,English,USA,PG,John Pasquin,Jim Belushi,Ken Marino,38000000.0,22770864.0,11,854.0,543.0,168,55.0,8433.0,85.0,5.5
233,Rock Star,2001,105.0,Color,Drama,English,USA,R,Stephen Herek,Beth Grant,Dagmara Dominczyk,57000000.0,16991902.0,65,628.0,316.0,0,107.0,34592.0,191.0,6.2
234,Texas Rangers,2001,110.0,Color,Action,English,USA,PG-13,Steve Miner,Tom Skerritt,Usher Raymond,38000000.0,623374.0,49,1000.0,569.0,474,31.0,4757.0,67.0,5.2
235,Spy Kids,2001,88.0,Color,Action,English,USA,PG,Robert Rodriguez,Alexa PenaVega,Cheech Marin,35000000.0,112692062.0,0,2000.0,843.0,0,122.0,84325.0,205.0,5.4
236,Black Knight,2001,95.0,Color,Adventure,English,USA,PG-13,Gil Junger,Tom Wilkinson,Marsha Thomason,50000000.0,33422806.0,19,1000.0,691.0,0,46.0,30771.0,164.0,4.8
237,From Hell,2001,122.0,Color,Horror,English,USA,R,Albert Hughes,Johnny Depp,Jason Flemyng,35000000.0,31598308.0,117,40000.0,1000.0,0,208.0,124765.0,541.0,6.8
238,The Shipping News,2001,111.0,Color,Drama,English,USA,R,Lasse Hallström,Kevin Spacey,Scott Glenn,35000000.0,11405825.0,529,18000.0,826.0,0,119.0,28542.0,208.0,6.8
239,American Outlaws,2001,94.0,Color,Action,English,USA,PG-13,Les Mayfield,Gregory Smith,Ronny Cox,35000000.0,13264986.0,10,694.0,605.0,433,44.0,12077.0,162.0,6.0
240,Exit Wounds,2001,101.0,Color,Action,English,USA,R,Andrzej Bartkowiak,Michael Jai White,Bill Duke,33000000.0,51758599.0,43,2000.0,1000.0,742,107.0,27580.0,232.0,5.5
241,Hearts in Atlantis,2001,101.0,Color,Drama,English,USA,PG-13,Scott Hicks,Anthony Hopkins,Mika Boorem,31000000.0,24185781.0,96,12000.0,495.0,0,135.0,30339.0,268.0,6.9
242,American Pie 2,2001,108.0,Color,Comedy,English,USA,R,J.B. Rogers,Alyson Hannigan,Shannon Elizabeth,30000000.0,145096820.0,6,3000.0,1000.0,0,142.0,200260.0,431.0,6.4
243,The Princess Diaries,2001,111.0,Color,Comedy,English,USA,G,Garry Marshall,Anne Hathaway,Hector Elizondo,37000000.0,108244774.0,0,11000.0,995.0,0,108.0,94049.0,301.0,6.2
244,Down to Earth,2001,87.0,Color,Comedy,English,USA,PG-13,Chris Weitz,Chazz Palminteri,Mark Addy,30000000.0,64172251.0,129,979.0,891.0,602,61.0,19079.0,122.0,5.4
245,Blow,2001,124.0,Color,Biography,English,USA,R,Ted Demme,Johnny Depp,Ethan Suplee,30000000.0,52937130.0,47,40000.0,1000.0,13000,147.0,198066.0,426.0,7.6
246,What's the Worst That Could Happen?,2001,94.0,Color,Comedy,English,USA,PG-13,Sam Weisman,Bernie Mac,Larry Miller,45000000.0,32095318.0,39,1000.0,611.0,304,64.0,12466.0,84.0,5.5
247,Antitrust,2001,109.0,Color,Action,English,USA,PG-13,Peter Howitt,Tyler Labine,Richard Roundtree,30000000.0,10965209.0,29,779.0,240.0,0,123.0,25558.0,221.0,6.1
248,Along Came a Spider,2001,104.0,Color,Crime,English,USA,R,Lee Tamahori,Morgan Freeman,Billy Burke,60000000.0,74058698.0,93,11000.0,2000.0,0,133.0,59232.0,317.0,6.3
249,The Wedding Planner,2001,103.0,Color,Comedy,English,Germany,PG-13,Adam Shankman,Matthew McConaughey,Judy Greer,35000000.0,60400856.0,163,11000.0,2000.0,0,108.0,61317.0,229.0,5.2
250,The Royal Tenenbaums,2001,110.0,Color,Comedy,English,USA,R,Wes Anderson,Bill Murray,Anjelica Huston,21000000.0,52353636.0,0,13000.0,1000.0,0,220.0,209133.0,962.0,7.6
251,Serendipity,2001,82.0,Color,Comedy,English,USA,PG-13,Peter Chelsom,Lilli Lavine,David Sparrow,28000000.0,49968653.0,23,11.0,9.0,12000,122.0,85423.0,374.0,6.9
252,Zoolander,2001,90.0,Color,Comedy,English,Germany,PG-13,Ben Stiller,Milla Jovovich,Alexander Skarsgård,28000000.0,45162741.0,0,14000.0,10000.0,0,135.0,201084.0,523.0,6.6
253,Winged Migration,2001,81.0,Color,Documentary,English,France,G,Jacques Perrin,Jacques Perrin,Philippe Labro,160000000.0,10762178.0,63,63.0,3.0,1000,100.0,10369.0,153.0,8.0
254,Ghosts of Mars,2001,98.0,Color,Action,English,USA,R,John Carpenter,Jason Statham,Clea DuVall,28000000.0,8434601.0,0,26000.0,1000.0,0,156.0,43006.0,460.0,4.9
255,Formula 51,2001,93.0,Color,Action,English,UK,R,Ronny Yu,Meat Loaf,Junix Inocian,28000000.0,5204007.0,31,783.0,132.0,0,95.0,42876.0,167.0,6.3
256,Original Sin,2001,118.0,Color,Drama,English,France,R,Michael Cristofer,Angelina Jolie Pitt,Gregory Itzin,42000000.0,16252765.0,49,11000.0,216.0,3000,93.0,44913.0,181.0,6.0
257,The Curse of the Jade Scorpion,2001,103.0,Color,Comedy,English,USA,PG-13,Woody Allen,Woody Allen,Elizabeth Berkley,26000000.0,7496522.0,11000,11000.0,893.0,826,116.0,31798.0,178.0,6.8
258,Jimmy Neutron: Boy Genius,2001,82.0,Color,Action,English,USA,G,John A. Davis,Martin Short,Rob Paulsen,30000000.0,80920948.0,8,770.0,677.0,425,66.0,23943.0,118.0,6.0
259,Bridget Jones's Diary,2001,97.0,Color,Comedy,English,UK,R,Sharon Maguire,Colin Firth,Jim Broadbent,26000000.0,71500556.0,11,14000.0,1000.0,0,168.0,171568.0,571.0,6.7
260,Kiss of the Dragon,2001,98.0,Color,Action,English,France,R,Chris Nahon,Jet Li,Bridget Fonda,25000000.0,36833473.0,20,5000.0,888.0,0,116.0,53126.0,254.0,6.6
261,Crocodile Dundee in Los Angeles,2001,92.0,Color,Adventure,English,Australia,PG,Simon Wincer,Jere Burns,Paul Hogan,21150000.0,25590119.0,23,460.0,442.0,387,71.0,19699.0,119.0,4.8
262,Say It Isn't So,2001,95.0,Color,Comedy,English,USA,R,J.B. Rogers,Eddie Cibrian,Chris Klein,25000000.0,5516708.0,6,849.0,841.0,295,87.0,11375.0,91.0,4.9
263,Double Take,2001,88.0,Color,Action,English,USA,PG-13,George Gallo,Daniel Roebuck,Eddie Griffin,24000000.0,20218.0,269,1000.0,489.0,204,45.0,5431.0,50.0,5.3
264,Someone Like You...,2001,97.0,Color,Comedy,English,USA,PG-13,Tony Goldwyn,Hugh Jackman,Ellen Barkin,23000000.0,27338033.0,956,20000.0,551.0,0,92.0,19709.0,167.0,6.1
265,Joy Ride,2001,97.0,Color,Mystery,English,USA,R,John Dahl,Paul Walker,Jessica Bowman,23000000.0,21973182.0,131,23000.0,81.0,0,140.0,53415.0,339.0,6.6
266,The Animal,2001,84.0,Color,Comedy,English,USA,PG-13,Luke Greenfield,Louis Lombardi,Michael Papajohn,22000000.0,55762229.0,42,436.0,241.0,1000,75.0,47383.0,132.0,4.8
267,I Am Sam,2001,132.0,Color,Drama,English,USA,PG-13,Jessie Nelson,Dianne Wiest,Loretta Devine,22000000.0,40270895.0,24,967.0,912.0,15000,129.0,121937.0,431.0,7.6
268,Saving Silverman,2001,96.0,Color,Comedy,English,USA,PG-13,Dennis Dugan,Amanda Detmer,Neil Diamond,22000000.0,19351569.0,221,240.0,226.0,739,97.0,33287.0,201.0,5.9
